Code,GeoFips,GeoName,TimePeriod,CL_UNIT,UNIT_MULT,DataValue
SQGDP9-1,18000,Indiana,2020Q2,Millions of chained 2017 dollars,6,332439.2
SQGDP9-1,18000,Indiana,2020Q3,Millions of chained 2017 dollars,6,367889.6
SQGDP9-1,18000,Indiana,2020Q4,Millions of chained 2017 dollars,6,372164.9
SQGDP9-1,18000,Indiana,2021Q1,Millions of chained 2017 dollars,6,378739.0
SQGDP9-1,18000,Indiana,2021Q2,Millions of chained 2017 dollars,6,386053.2
SQGDP9-1,18000,Indiana,2021Q3,Millions of chained 2017 dollars,6,387488.6
SQGDP9-1,18000,Indiana,2021Q4,Millions of chained 2017 dollars,6,395210.1
SQGDP9-1,18000,Indiana,2022Q1,Millions of chained 2017 dollars,6,392085.0
SQGDP9-1,18000,Indiana,2022Q2,Millions of chained 2017 dollars,6,393731.9
SQGDP9-1,18000,Indiana,2022Q3,Millions of chained 2017 dollars,6,394386.5
SQGDP9-1,18000,Indiana,2022Q4,Millions of chained 2017 dollars,6,393722.5
SQGDP9-1,18000,Indiana,2023Q1,Millions of chained 2017 dollars,6,394811.1
SQGDP9-1,18000,Indiana,2023Q2,Millions of chained 2017 dollars,6,396839.3
SQGDP9-1,18000,Indiana,2023Q3,Millions of chained 2017 dollars,6,402926.2
SQGDP9-1,18000,Indiana,2023Q4,Millions of chained 2017 dollars,6,406901.6
SQGDP9-1,18000,Indiana,2024Q1,Millions of chained 2017 dollars,6,409584.5
SQGDP9-1,18000,Indiana,2024Q2,Millions of chained 2017 dollars,6,410042.0
SQGDP9-1,18000,Indiana,2024Q3,Millions of chained 2017 dollars,6,413334.9
SQGDP9-1,18000,Indiana,2024Q4,Millions of chained 2017 dollars,6,415052.1
SQGDP9-1,18000,Indiana,2025Q1,Millions of chained 2017 dollars,6,417420.0
SQGDP9-1,18000,Indiana,2025Q2,Millions of chained 2017 dollars,6,420585.4
SQGDP9-1,18000,Indiana,2025Q3,Millions of chained 2017 dollars,6,425876.3
SQGDP9-1,18000,Indiana,2025Q4,Millions of chained 2017 dollars,6,425872.9
SQGDP9-1,18000,Indiana,2026Q1,Millions of chained 2017 dollars,6,428215.8
SQGDP9-1,19000,Iowa,2005Q1,Millions of chained 2017 dollars,6,153328.7
SQGDP9-1,19000,Iowa,2005Q2,Millions of chained 2017 dollars,6,153673.2
SQGDP9-1,19000,Iowa,2005Q3,Millions of chained 2017 dollars,6,154585.8
SQGDP9-1,19000,Iowa,2005Q4,Millions of chained 2017 dollars,6,152919.4
SQGDP9-1,19000,Iowa,2006Q1,Millions of chained 2017 dollars,6,154648.7
SQGDP9-1,19000,Iowa,2006Q2,Millions of chained 2017 dollars,6,155912.3
SQGDP9-1,19000,Iowa,2006Q3,Millions of chained 2017 dollars,6,154888.1
SQGDP9-1,19000,Iowa,2006Q4,Millions of chained 2017 dollars,6,157368.7
SQGDP9-1,19000,Iowa,2007Q1,Millions of chained 2017 dollars,6,160806.5
SQGDP9-1,19000,Iowa,2007Q2,Millions of chained 2017 dollars,6,163468.8
SQGDP9-1,19000,Iowa,2007Q3,Millions of chained 2017 dollars,6,163228.4
SQGDP9-1,19000,Iowa,2007Q4,Millions of chained 2017 dollars,6,163848.5
SQGDP9-1,19000,Iowa,2008Q1,Millions of chained 2017 dollars,6,163884.0
SQGDP9-1,19000,Iowa,2008Q2,Millions of chained 2017 dollars,6,162965.8
SQGDP9-1,19000,Iowa,2008Q3,Millions of chained 2017 dollars,6,159725.6
SQGDP9-1,19000,Iowa,2008Q4,Millions of chained 2017 dollars,6,155301.0
SQGDP9-1,19000,Iowa,2009Q1,Millions of chained 2017 dollars,6,153677.8
SQGDP9-1,19000,Iowa,2009Q2,Millions of chained 2017 dollars,6,154934.8
SQGDP9-1,19000,Iowa,2009Q3,Millions of chained 2017 dollars,6,157655.4
SQGDP9-1,19000,Iowa,2009Q4,Millions of chained 2017 dollars,6,160680.7
SQGDP9-1,19000,Iowa,2010Q1,Millions of chained 2017 dollars,6,159516.8
SQGDP9-1,19000,Iowa,2010Q2,Millions of chained 2017 dollars,6,161600.6
SQGDP9-1,19000,Iowa,2010Q3,Millions of chained 2017 dollars,6,162376.6
SQGDP9-1,19000,Iowa,2010Q4,Millions of chained 2017 dollars,6,162878.2
SQGDP9-1,19000,Iowa,2011Q1,Millions of chained 2017 dollars,6,162653.4
SQGDP9-1,19000,Iowa,2011Q2,Millions of chained 2017 dollars,6,162882.9
SQGDP9-1,19000,Iowa,2011Q3,Millions of chained 2017 dollars,6,163995.8
SQGDP9-1,19000,Iowa,2011Q4,Millions of chained 2017 dollars,6,168705.0
SQGDP9-1,19000,Iowa,2012Q1,Millions of chained 2017 dollars,6,170924.0
SQGDP9-1,19000,Iowa,2012Q2,Millions of chained 2017 dollars,6,173101.8
SQGDP9-1,19000,Iowa,2012Q3,Millions of chained 2017 dollars,6,171526.5
SQGDP9-1,19000,Iowa,2012Q4,Millions of chained 2017 dollars,6,168142.7
SQGDP9-1,19000,Iowa,2013Q1,Millions of chained 2017 dollars,6,170201.2
SQGDP9-1,19000,Iowa,2013Q2,Millions of chained 2017 dollars,6,169442.4
SQGDP9-1,19000,Iowa,2013Q3,Millions of chained 2017 dollars,6,171457.8
SQGDP9-1,19000,Iowa,2013Q4,Millions of chained 2017 dollars,6,173175.2
SQGDP9-1,19000,Iowa,2014Q1,Millions of chained 2017 dollars,6,174477.3
SQGDP9-1,19000,Iowa,2014Q2,Millions of chained 2017 dollars,6,180717.6
SQGDP9-1,19000,Iowa,2014Q3,Millions of chained 2017 dollars,6,183052.6
SQGDP9-1,19000,Iowa,2014Q4,Millions of chained 2017 dollars,6,182992.3
SQGDP9-1,19000,Iowa,2015Q1,Millions of chained 2017 dollars,6,184782.5
SQGDP9-1,19000,Iowa,2015Q2,Millions of chained 2017 dollars,6,185117.8
SQGDP9-1,19000,Iowa,2015Q3,Millions of chained 2017 dollars,6,186543.9
SQGDP9-1,19000,Iowa,2015Q4,Millions of chained 2017 dollars,6,187512.6
SQGDP9-1,19000,Iowa,2016Q1,Millions of chained 2017 dollars,6,186314.8
SQGDP9-1,19000,Iowa,2016Q2,Millions of chained 2017 dollars,6,185548.4
SQGDP9-1,19000,Iowa,2016Q3,Millions of chained 2017 dollars,6,188039.9
SQGDP9-1,19000,Iowa,2016Q4,Millions of chained 2017 dollars,6,187016.4
SQGDP9-1,19000,Iowa,2017Q1,Millions of chained 2017 dollars,6,188413.9
SQGDP9-1,19000,Iowa,2017Q2,Millions of chained 2017 dollars,6,187162.1
SQGDP9-1,19000,Iowa,2017Q3,Millions of chained 2017 dollars,6,185205.9
SQGDP9-1,19000,Iowa,2017Q4,Millions of chained 2017 dollars,6,187718.2
SQGDP9-1,19000,Iowa,2018Q1,Millions of chained 2017 dollars,6,190703.6
SQGDP9-1,19000,Iowa,2018Q2,Millions of chained 2017 dollars,6,190538.9
SQGDP9-1,19000,Iowa,2018Q3,Millions of chained 2017 dollars,6,189171.3
SQGDP9-1,19000,Iowa,2018Q4,Millions of chained 2017 dollars,6,186566.6
SQGDP9-1,19000,Iowa,2019Q1,Millions of chained 2017 dollars,6,187506.5
SQGDP9-1,19000,Iowa,2019Q2,Millions of chained 2017 dollars,6,187347.5
SQGDP9-1,19000,Iowa,2019Q3,Millions of chained 2017 dollars,6,189285.7
SQGDP9-1,19000,Iowa,2019Q4,Millions of chained 2017 dollars,6,189745.9
SQGDP9-1,19000,Iowa,2020Q1,Millions of chained 2017 dollars,6,187005.4
SQGDP9-1,19000,Iowa,2020Q2,Millions of chained 2017 dollars,6,178248.3
SQGDP9-1,19000,Iowa,2020Q3,Millions of chained 2017 dollars,6,190388.9
SQGDP9-1,19000,Iowa,2020Q4,Millions of chained 2017 dollars,6,193404.0
SQGDP9-1,19000,Iowa,2021Q1,Millions of chained 2017 dollars,6,200697.9
SQGDP9-1,19000,Iowa,2021Q2,Millions of chained 2017 dollars,6,204098.6
SQGDP9-1,19000,Iowa,2021Q3,Millions of chained 2017 dollars,6,202073.3
SQGDP9-1,19000,Iowa,2021Q4,Millions of chained 2017 dollars,6,203012.7
SQGDP9-1,19000,Iowa,2022Q1,Millions of chained 2017 dollars,6,203963.9
SQGDP9-1,19000,Iowa,2022Q2,Millions of chained 2017 dollars,6,202659.2
SQGDP9-1,19000,Iowa,2022Q3,Millions of chained 2017 dollars,6,203090.2
SQGDP9-1,19000,Iowa,2022Q4,Millions of chained 2017 dollars,6,200976.9
SQGDP9-1,19000,Iowa,2023Q1,Millions of chained 2017 dollars,6,198980.5
SQGDP9-1,19000,Iowa,2023Q2,Millions of chained 2017 dollars,6,198720.5
SQGDP9-1,19000,Iowa,2023Q3,Millions of chained 2017 dollars,6,202589.5
SQGDP9-1,19000,Iowa,2023Q4,Millions of chained 2017 dollars,6,205148.6
SQGDP9-1,19000,Iowa,2024Q1,Millions of chained 2017 dollars,6,205310.2
SQGDP9-1,19000,Iowa,2024Q2,Millions of chained 2017 dollars,6,206865.9
SQGDP9-1,19000,Iowa,2024Q3,Millions of chained 2017 dollars,6,206999.3
SQGDP9-1,19000,Iowa,2024Q4,Millions of chained 2017 dollars,6,206580.3
SQGDP9-1,19000,Iowa,2025Q1,Millions of chained 2017 dollars,6,205940.1
SQGDP9-1,19000,Iowa,2025Q2,Millions of chained 2017 dollars,6,207795.3
SQGDP9-1,19000,Iowa,2025Q3,Millions of chained 2017 dollars,6,210342.1
SQGDP9-1,19000,Iowa,2025Q4,Millions of chained 2017 dollars,6,211291.5
SQGDP9-1,19000,Iowa,2026Q1,Millions of chained 2017 dollars,6,211248.2
SQGDP9-1,20000,Kansas,2005Q1,Millions of chained 2017 dollars,6,129820.3
SQGDP9-1,20000,Kansas,2005Q2,Millions of chained 2017 dollars,6,129763.8
SQGDP9-1,20000,Kansas,2005Q3,Millions of chained 2017 dollars,6,130490.5
SQGDP9-1,20000,Kansas,2005Q4,Millions of chained 2017 dollars,6,128278.3
SQGDP9-1,20000,Kansas,2006Q1,Millions of chained 2017 dollars,6,135170.4
SQGDP9-1,20000,Kansas,2006Q2,Millions of chained 2017 dollars,6,136100.7
SQGDP9-1,20000,Kansas,2006Q3,Millions of chained 2017 dollars,6,135685.8
SQGDP9-1,20000,Kansas,2006Q4,Millions of chained 2017 dollars,6,137586.3
SQGDP9-1,20000,Kansas,2007Q1,Millions of chained 2017 dollars,6,142266.3
SQGDP9-1,20000,Kansas,2007Q2,Millions of chained 2017 dollars,6,143418.0
SQGDP9-1,20000,Kansas,2007Q3,Millions of chained 2017 dollars,6,143598.3
SQGDP9-1,20000,Kansas,2007Q4,Millions of chained 2017 dollars,6,145063.8
SQGDP9-1,20000,Kansas,2008Q1,Millions of chained 2017 dollars,6,147756.9
SQGDP9-1,20000,Kansas,2008Q2,Millions of chained 2017 dollars,6,149440.6
SQGDP9-1,20000,Kansas,2008Q3,Millions of chained 2017 dollars,6,148141.4
SQGDP9-1,20000,Kansas,2008Q4,Millions of chained 2017 dollars,6,143721.2
SQGDP9-1,20000,Kansas,2009Q1,Millions of chained 2017 dollars,6,141446.7
SQGDP9-1,20000,Kansas,2009Q2,Millions of chained 2017 dollars,6,141029.1
SQGDP9-1,20000,Kansas,2009Q3,Millions of chained 2017 dollars,6,141557.4
SQGDP9-1,20000,Kansas,2009Q4,Millions of chained 2017 dollars,6,143576.8
SQGDP9-1,20000,Kansas,2010Q1,Millions of chained 2017 dollars,6,140375.3
SQGDP9-1,20000,Kansas,2010Q2,Millions of chained 2017 dollars,6,142749.9
SQGDP9-1,20000,Kansas,2010Q3,Millions of chained 2017 dollars,6,145426.2
SQGDP9-1,20000,Kansas,2010Q4,Millions of chained 2017 dollars,6,146928.9
SQGDP9-1,20000,Kansas,2011Q1,Millions of chained 2017 dollars,6,145938.8
SQGDP9-1,20000,Kansas,2011Q2,Millions of chained 2017 dollars,6,148460.3
SQGDP9-1,20000,Kansas,2011Q3,Millions of chained 2017 dollars,6,148178.9
SQGDP9-1,20000,Kansas,2011Q4,Millions of chained 2017 dollars,6,148769.2
SQGDP9-1,20000,Kansas,2012Q1,Millions of chained 2017 dollars,6,154742.6
SQGDP9-1,20000,Kansas,2012Q2,Millions of chained 2017 dollars,6,151906.5
SQGDP9-1,20000,Kansas,2012Q3,Millions of chained 2017 dollars,6,147000.1
SQGDP9-1,20000,Kansas,2012Q4,Millions of chained 2017 dollars,6,146659.1
SQGDP9-1,20000,Kansas,2013Q1,Millions of chained 2017 dollars,6,148915.3
SQGDP9-1,20000,Kansas,2013Q2,Millions of chained 2017 dollars,6,149939.0
SQGDP9-1,20000,Kansas,2013Q3,Millions of chained 2017 dollars,6,150903.3
SQGDP9-1,20000,Kansas,2013Q4,Millions of chained 2017 dollars,6,153054.0
SQGDP9-1,20000,Kansas,2014Q1,Millions of chained 2017 dollars,6,149502.1
SQGDP9-1,20000,Kansas,2014Q2,Millions of chained 2017 dollars,6,152967.0
SQGDP9-1,20000,Kansas,2014Q3,Millions of chained 2017 dollars,6,156169.4
SQGDP9-1,20000,Kansas,2014Q4,Millions of chained 2017 dollars,6,157801.9
SQGDP9-1,20000,Kansas,2015Q1,Millions of chained 2017 dollars,6,155212.7
SQGDP9-1,20000,Kansas,2015Q2,Millions of chained 2017 dollars,6,158379.2
SQGDP9-1,20000,Kansas,2015Q3,Millions of chained 2017 dollars,6,159849.0
SQGDP9-1,20000,Kansas,2015Q4,Millions of chained 2017 dollars,6,160969.4
SQGDP9-1,20000,Kansas,2016Q1,Millions of chained 2017 dollars,6,161486.4
SQGDP9-1,20000,Kansas,2016Q2,Millions of chained 2017 dollars,6,164308.5
SQGDP9-1,20000,Kansas,2016Q3,Millions of chained 2017 dollars,6,166107.0
SQGDP9-1,20000,Kansas,2016Q4,Millions of chained 2017 dollars,6,166672.9
SQGDP9-1,20000,Kansas,2017Q1,Millions of chained 2017 dollars,6,166139.9
SQGDP9-1,20000,Kansas,2017Q2,Millions of chained 2017 dollars,6,165908.1
SQGDP9-1,20000,Kansas,2017Q3,Millions of chained 2017 dollars,6,166040.5
SQGDP9-1,20000,Kansas,2017Q4,Millions of chained 2017 dollars,6,167005.8
SQGDP9-1,20000,Kansas,2018Q1,Millions of chained 2017 dollars,6,167881.6
SQGDP9-1,20000,Kansas,2018Q2,Millions of chained 2017 dollars,6,169081.3
SQGDP9-1,20000,Kansas,2018Q3,Millions of chained 2017 dollars,6,170973.7
SQGDP9-1,20000,Kansas,2018Q4,Millions of chained 2017 dollars,6,171250.9
SQGDP9-1,20000,Kansas,2019Q1,Millions of chained 2017 dollars,6,167380.2
SQGDP9-1,20000,Kansas,2019Q2,Millions of chained 2017 dollars,6,169793.4
SQGDP9-1,20000,Kansas,2019Q3,Millions of chained 2017 dollars,6,170205.4
SQGDP9-1,20000,Kansas,2019Q4,Millions of chained 2017 dollars,6,170870.0
SQGDP9-1,20000,Kansas,2020Q1,Millions of chained 2017 dollars,6,172097.6
SQGDP9-1,20000,Kansas,2020Q2,Millions of chained 2017 dollars,6,157918.6
SQGDP9-1,20000,Kansas,2020Q3,Millions of chained 2017 dollars,6,168046.5
SQGDP9-1,20000,Kansas,2020Q4,Millions of chained 2017 dollars,6,168422.8
SQGDP9-1,20000,Kansas,2021Q1,Millions of chained 2017 dollars,6,165772.1
SQGDP9-1,20000,Kansas,2021Q2,Millions of chained 2017 dollars,6,171005.0
SQGDP9-1,20000,Kansas,2021Q3,Millions of chained 2017 dollars,6,171857.2
SQGDP9-1,20000,Kansas,2021Q4,Millions of chained 2017 dollars,6,172970.4
SQGDP9-1,20000,Kansas,2022Q1,Millions of chained 2017 dollars,6,177529.6
SQGDP9-1,20000,Kansas,2022Q2,Millions of chained 2017 dollars,6,176046.2
SQGDP9-1,20000,Kansas,2022Q3,Millions of chained 2017 dollars,6,178749.3
SQGDP9-1,20000,Kansas,2022Q4,Millions of chained 2017 dollars,6,178779.3
SQGDP9-1,20000,Kansas,2023Q1,Millions of chained 2017 dollars,6,180064.5
SQGDP9-1,20000,Kansas,2023Q2,Millions of chained 2017 dollars,6,179250.3
SQGDP9-1,20000,Kansas,2023Q3,Millions of chained 2017 dollars,6,180698.9
SQGDP9-1,20000,Kansas,2023Q4,Millions of chained 2017 dollars,6,181056.4
SQGDP9-1,20000,Kansas,2024Q1,Millions of chained 2017 dollars,6,179600.7
SQGDP9-1,20000,Kansas,2024Q2,Millions of chained 2017 dollars,6,182342.6
SQGDP9-1,20000,Kansas,2024Q3,Millions of chained 2017 dollars,6,181910.0
SQGDP9-1,20000,Kansas,2024Q4,Millions of chained 2017 dollars,6,182545.3
SQGDP9-1,20000,Kansas,2025Q1,Millions of chained 2017 dollars,6,181347.8
SQGDP9-1,20000,Kansas,2025Q2,Millions of chained 2017 dollars,6,184321.1
SQGDP9-1,20000,Kansas,2025Q3,Millions of chained 2017 dollars,6,187241.9
SQGDP9-1,20000,Kansas,2025Q4,Millions of chained 2017 dollars,6,187665.3
SQGDP9-1,20000,Kansas,2026Q1,Millions of chained 2017 dollars,6,188116.7
SQGDP9-1,21000,Kentucky,2005Q1,Millions of chained 2017 dollars,6,179118.2
SQGDP9-1,21000,Kentucky,2005Q2,Millions of chained 2017 dollars,6,181836.1
SQGDP9-1,21000,Kentucky,2005Q3,Millions of chained 2017 dollars,6,183252.4
SQGDP9-1,21000,Kentucky,2005Q4,Millions of chained 2017 dollars,6,183864.8
SQGDP9-1,21000,Kentucky,2006Q1,Millions of chained 2017 dollars,6,186066.1
SQGDP9-1,21000,Kentucky,2006Q2,Millions of chained 2017 dollars,6,187093.7
SQGDP9-1,21000,Kentucky,2006Q3,Millions of chained 2017 dollars,6,186245.3
SQGDP9-1,21000,Kentucky,2006Q4,Millions of chained 2017 dollars,6,185925.5
SQGDP9-1,21000,Kentucky,2007Q1,Millions of chained 2017 dollars,6,183605.0
SQGDP9-1,21000,Kentucky,2007Q2,Millions of chained 2017 dollars,6,185160.8
SQGDP9-1,21000,Kentucky,2007Q3,Millions of chained 2017 dollars,6,185752.1
SQGDP9-1,21000,Kentucky,2007Q4,Millions of chained 2017 dollars,6,188642.3
SQGDP9-1,21000,Kentucky,2008Q1,Millions of chained 2017 dollars,6,188247.3
SQGDP9-1,21000,Kentucky,2008Q2,Millions of chained 2017 dollars,6,190012.5
SQGDP9-1,21000,Kentucky,2008Q3,Millions of chained 2017 dollars,6,186208.6
SQGDP9-1,21000,Kentucky,2008Q4,Millions of chained 2017 dollars,6,181595.4
SQGDP9-1,21000,Kentucky,2009Q1,Millions of chained 2017 dollars,6,177910.9
SQGDP9-1,21000,Kentucky,2009Q2,Millions of chained 2017 dollars,6,175957.0
SQGDP9-1,21000,Kentucky,2009Q3,Millions of chained 2017 dollars,6,177301.7
SQGDP9-1,21000,Kentucky,2009Q4,Millions of chained 2017 dollars,6,181281.8
SQGDP9-1,21000,Kentucky,2010Q1,Millions of chained 2017 dollars,6,181622.3
SQGDP9-1,21000,Kentucky,2010Q2,Millions of chained 2017 dollars,6,186392.8
SQGDP9-1,21000,Kentucky,2010Q3,Millions of chained 2017 dollars,6,189641.8
SQGDP9-1,21000,Kentucky,2010Q4,Millions of chained 2017 dollars,6,189225.3
SQGDP9-1,21000,Kentucky,2011Q1,Millions of chained 2017 dollars,6,186945.8
SQGDP9-1,21000,Kentucky,2011Q2,Millions of chained 2017 dollars,6,187429.0
SQGDP9-1,21000,Kentucky,2011Q3,Millions of chained 2017 dollars,6,187850.6
SQGDP9-1,21000,Kentucky,2011Q4,Millions of chained 2017 dollars,6,191333.7
SQGDP9-1,21000,Kentucky,2012Q1,Millions of chained 2017 dollars,6,192420.8
SQGDP9-1,21000,Kentucky,2012Q2,Millions of chained 2017 dollars,6,193053.1
SQGDP9-1,21000,Kentucky,2012Q3,Millions of chained 2017 dollars,6,192283.0
SQGDP9-1,21000,Kentucky,2012Q4,Millions of chained 2017 dollars,6,190483.7
SQGDP9-1,21000,Kentucky,2013Q1,Millions of chained 2017 dollars,6,197648.8
SQGDP9-1,21000,Kentucky,2013Q2,Millions of chained 2017 dollars,6,196169.2
SQGDP9-1,21000,Kentucky,2013Q3,Millions of chained 2017 dollars,6,196708.6
SQGDP9-1,21000,Kentucky,2013Q4,Millions of chained 2017 dollars,6,196265.6
SQGDP9-1,21000,Kentucky,2014Q1,Millions of chained 2017 dollars,6,195110.8
SQGDP9-1,21000,Kentucky,2014Q2,Millions of chained 2017 dollars,6,197163.2
SQGDP9-1,21000,Kentucky,2014Q3,Millions of chained 2017 dollars,6,197632.9
SQGDP9-1,21000,Kentucky,2014Q4,Millions of chained 2017 dollars,6,197276.4
SQGDP9-1,21000,Kentucky,2015Q1,Millions of chained 2017 dollars,6,197771.6
SQGDP9-1,21000,Kentucky,2015Q2,Millions of chained 2017 dollars,6,199982.7
SQGDP9-1,21000,Kentucky,2015Q3,Millions of chained 2017 dollars,6,199912.0
SQGDP9-1,21000,Kentucky,2015Q4,Millions of chained 2017 dollars,6,200282.2
SQGDP9-1,21000,Kentucky,2016Q1,Millions of chained 2017 dollars,6,197986.3
SQGDP9-1,21000,Kentucky,2016Q2,Millions of chained 2017 dollars,6,200660.4
SQGDP9-1,21000,Kentucky,2016Q3,Millions of chained 2017 dollars,6,202736.4
SQGDP9-1,21000,Kentucky,2016Q4,Millions of chained 2017 dollars,6,202645.5
SQGDP9-1,21000,Kentucky,2017Q1,Millions of chained 2017 dollars,6,202092.8
SQGDP9-1,21000,Kentucky,2017Q2,Millions of chained 2017 dollars,6,203322.1
SQGDP9-1,21000,Kentucky,2017Q3,Millions of chained 2017 dollars,6,203725.3
SQGDP9-1,21000,Kentucky,2017Q4,Millions of chained 2017 dollars,6,205115.6
SQGDP9-1,21000,Kentucky,2018Q1,Millions of chained 2017 dollars,6,204572.2
SQGDP9-1,21000,Kentucky,2018Q2,Millions of chained 2017 dollars,6,206102.4
SQGDP9-1,21000,Kentucky,2018Q3,Millions of chained 2017 dollars,6,205975.3
SQGDP9-1,21000,Kentucky,2018Q4,Millions of chained 2017 dollars,6,207110.5
SQGDP9-1,21000,Kentucky,2019Q1,Millions of chained 2017 dollars,6,208912.4
SQGDP9-1,21000,Kentucky,2019Q2,Millions of chained 2017 dollars,6,210890.2
SQGDP9-1,21000,Kentucky,2019Q3,Millions of chained 2017 dollars,6,212681.2
SQGDP9-1,21000,Kentucky,2019Q4,Millions of chained 2017 dollars,6,214648.5
SQGDP9-1,21000,Kentucky,2020Q1,Millions of chained 2017 dollars,6,212216.7
SQGDP9-1,21000,Kentucky,2020Q2,Millions of chained 2017 dollars,6,192116.2
SQGDP9-1,21000,Kentucky,2020Q3,Millions of chained 2017 dollars,6,211019.1
SQGDP9-1,21000,Kentucky,2020Q4,Millions of chained 2017 dollars,6,211055.6
SQGDP9-1,21000,Kentucky,2021Q1,Millions of chained 2017 dollars,6,213932.3
SQGDP9-1,21000,Kentucky,2021Q2,Millions of chained 2017 dollars,6,214843.4
SQGDP9-1,21000,Kentucky,2021Q3,Millions of chained 2017 dollars,6,214959.0
SQGDP9-1,21000,Kentucky,2021Q4,Millions of chained 2017 dollars,6,218405.2
SQGDP9-1,21000,Kentucky,2022Q1,Millions of chained 2017 dollars,6,217336.9
SQGDP9-1,21000,Kentucky,2022Q2,Millions of chained 2017 dollars,6,220414.7
SQGDP9-1,21000,Kentucky,2022Q3,Millions of chained 2017 dollars,6,221571.5
SQGDP9-1,21000,Kentucky,2022Q4,Millions of chained 2017 dollars,6,223244.2
SQGDP9-1,21000,Kentucky,2023Q1,Millions of chained 2017 dollars,6,225103.6
SQGDP9-1,21000,Kentucky,2023Q2,Millions of chained 2017 dollars,6,225323.4
SQGDP9-1,21000,Kentucky,2023Q3,Millions of chained 2017 dollars,6,228316.0
SQGDP9-1,21000,Kentucky,2023Q4,Millions of chained 2017 dollars,6,229026.7
SQGDP9-1,21000,Kentucky,2024Q1,Millions of chained 2017 dollars,6,229287.3
SQGDP9-1,21000,Kentucky,2024Q2,Millions of chained 2017 dollars,6,230618.4
SQGDP9-1,21000,Kentucky,2024Q3,Millions of chained 2017 dollars,6,232056.0
SQGDP9-1,21000,Kentucky,2024Q4,Millions of chained 2017 dollars,6,231903.7
SQGDP9-1,21000,Kentucky,2025Q1,Millions of chained 2017 dollars,6,229972.5
SQGDP9-1,21000,Kentucky,2025Q2,Millions of chained 2017 dollars,6,232589.8
SQGDP9-1,21000,Kentucky,2025Q3,Millions of chained 2017 dollars,6,235495.1
SQGDP9-1,21000,Kentucky,2025Q4,Millions of chained 2017 dollars,6,234914.9
SQGDP9-1,21000,Kentucky,2026Q1,Millions of chained 2017 dollars,6,235965.9
SQGDP9-1,22000,Louisiana,2005Q1,Millions of chained 2017 dollars,6,250227.8
SQGDP9-1,22000,Louisiana,2005Q2,Millions of chained 2017 dollars,6,252624.8
SQGDP9-1,22000,Louisiana,2005Q3,Millions of chained 2017 dollars,6,248166.9
SQGDP9-1,22000,Louisiana,2005Q4,Millions of chained 2017 dollars,6,247224.2
SQGDP9-1,22000,Louisiana,2006Q1,Millions of chained 2017 dollars,6,249031.9
SQGDP9-1,22000,Louisiana,2006Q2,Millions of chained 2017 dollars,6,248218.9
SQGDP9-1,22000,Louisiana,2006Q3,Millions of chained 2017 dollars,6,245891.8
SQGDP9-1,22000,Louisiana,2006Q4,Millions of chained 2017 dollars,6,245416.2
SQGDP9-1,22000,Louisiana,2007Q1,Millions of chained 2017 dollars,6,236389.5
SQGDP9-1,22000,Louisiana,2007Q2,Millions of chained 2017 dollars,6,234038.1
SQGDP9-1,22000,Louisiana,2007Q3,Millions of chained 2017 dollars,6,233026.0
SQGDP9-1,22000,Louisiana,2007Q4,Millions of chained 2017 dollars,6,233412.1
SQGDP9-1,22000,Louisiana,2008Q1,Millions of chained 2017 dollars,6,232582.2
SQGDP9-1,22000,Louisiana,2008Q2,Millions of chained 2017 dollars,6,236561.9
SQGDP9-1,22000,Louisiana,2008Q3,Millions of chained 2017 dollars,6,238204.0
SQGDP9-1,22000,Louisiana,2008Q4,Millions of chained 2017 dollars,6,240898.3
SQGDP9-1,22000,Louisiana,2009Q1,Millions of chained 2017 dollars,6,241061.2
SQGDP9-1,22000,Louisiana,2009Q2,Millions of chained 2017 dollars,6,239616.8
SQGDP9-1,22000,Louisiana,2009Q3,Millions of chained 2017 dollars,6,241698.6
SQGDP9-1,22000,Louisiana,2009Q4,Millions of chained 2017 dollars,6,245098.6
SQGDP9-1,22000,Louisiana,2010Q1,Millions of chained 2017 dollars,6,250730.6
SQGDP9-1,22000,Louisiana,2010Q2,Millions of chained 2017 dollars,6,254520.2
SQGDP9-1,22000,Louisiana,2010Q3,Millions of chained 2017 dollars,6,256816.6
SQGDP9-1,22000,Louisiana,2010Q4,Millions of chained 2017 dollars,6,251800.3
SQGDP9-1,22000,Louisiana,2011Q1,Millions of chained 2017 dollars,6,243654.0
SQGDP9-1,22000,Louisiana,2011Q2,Millions of chained 2017 dollars,6,240744.0
SQGDP9-1,22000,Louisiana,2011Q3,Millions of chained 2017 dollars,6,238422.2
SQGDP9-1,22000,Louisiana,2011Q4,Millions of chained 2017 dollars,6,242123.3
SQGDP9-1,22000,Louisiana,2012Q1,Millions of chained 2017 dollars,6,244993.3
SQGDP9-1,22000,Louisiana,2012Q2,Millions of chained 2017 dollars,6,246509.6
SQGDP9-1,22000,Louisiana,2012Q3,Millions of chained 2017 dollars,6,240497.8
SQGDP9-1,22000,Louisiana,2012Q4,Millions of chained 2017 dollars,6,237666.7
SQGDP9-1,22000,Louisiana,2013Q1,Millions of chained 2017 dollars,6,237559.3
SQGDP9-1,22000,Louisiana,2013Q2,Millions of chained 2017 dollars,6,235252.0
SQGDP9-1,22000,Louisiana,2013Q3,Millions of chained 2017 dollars,6,235913.7
